Año;Numero de Mes;Mes;Provincia;Ciudad;Producción (kg);Consumo interno (kg);Exportaciones (kg);Precio USD por kg;Valor FOB (USD)
2017;5;Mayo;Corrientes;Gobernador Virasoro;7.218.833;1.235.124;170.744;$ 2,20;$ 375.637
2017;5;Mayo;Misiones;Apóstoles;61.673.171;10.552.127;1.458.729;$ 2,20;$ 3.209.204
2017;5;Mayo;Misiones;Montecarlo;15.418.293;2.638.032;364.682;$ 2,20;$ 802.301
2017;5;Mayo;Misiones;Oberá;7.195.203;1.231.082;170.185;$ 2,20;$ 374.407
2017;5;Mayo;Misiones;Otros;8.223.090;1.406.950;194.497;$ 2,20;$ 427.894
2017;5;Mayo;Misiones;Santo Pipó;10.278.862;1.758.688;243.122;$ 2,20;$ 534.867
2017;6;Junio;Corrientes;Colonia Liebig;9.044.873;1.790.743;171.148;$ 2,20;$ 376.525
2017;6;Junio;Corrientes;Gobernador Virasoro;8.020.925;1.588.017;151.772;$ 2,20;$ 333.899
2017;6;Junio;Misiones;Apóstoles;68.525.746;13.567.021;1.296.648;$ 2,20;$ 2.852.626
2017;6;Junio;Misiones;Montecarlo;17.131.436;3.391.755;324.162;$ 2,20;$ 713.156
2017;6;Junio;Misiones;Oberá;7.994.670;1.582.819;151.276;$ 2,20;$ 332.806
2017;6;Junio;Misiones;Otros;9.136.766;1.808.936;172.886;$ 2,20;$ 380.350
2017;6;Junio;Misiones;Santo Pipó;11.420.958;2.261.170;216.108;$ 2,20;$ 475.438
2017;7;Julio;Corrientes;Colonia Liebig;8.140.386;1.790.743;171.148;$ 2,20;$ 376.525
2017;7;Julio;Corrientes;Gobernador Virasoro;7.218.833;1.588.017;151.772;$ 2,20;$ 333.899
2017;7;Julio;Misiones;Apóstoles;61.673.171;13.567.021;1.296.648;$ 2,20;$ 2.852.626
2017;7;Julio;Misiones;Montecarlo;15.418.293;3.391.755;324.162;$ 2,20;$ 713.156
2017;7;Julio;Misiones;Oberá;7.195.203;1.582.819;151.276;$ 2,20;$ 332.806
2017;7;Julio;Misiones;Otros;8.223.090;1.808.936;172.886;$ 2,20;$ 380.350
2017;7;Julio;Misiones;Santo Pipó;10.278.862;2.261.170;216.108;$ 2,20;$ 475.438
2017;8;Agosto;Corrientes;Colonia Liebig;6.331.411;1.790.743;192.541;$ 2,20;$ 423.590
2017;8;Agosto;Corrientes;Gobernador Virasoro;5.614.648;1.588.017;170.744;$ 2,20;$ 375.637
2017;8;Agosto;Misiones;Apóstoles;47.968.022;13.567.021;1.458.729;$ 2,20;$ 3.209.204
2017;8;Agosto;Misiones;Montecarlo;11.992.006;3.391.755;364.682;$ 2,20;$ 802.301
2017;8;Agosto;Misiones;Oberá;5.596.269;1.582.819;170.185;$ 2,20;$ 374.407
2017;8;Agosto;Misiones;Otros;6.395.736;1.808.936;194.497;$ 2,20;$ 427.894
2017;8;Agosto;Misiones;Santo Pipó;7.994.670;2.261.170;243.122;$ 2,20;$ 534.867
2017;9;Septiembre;Corrientes;Colonia Liebig;2.261.218;1.193.829;171.148;$ 2,20;$ 376.525
2017;9;Septiembre;Corrientes;Gobernador Virasoro;2.005.231;1.058.678;151.772;$ 2,20;$ 333.899
2017;9;Septiembre;Misiones;Apóstoles;17.131.437;9.044.680;1.296.648;$ 2,20;$ 2.852.626
2017;9;Septiembre;Misiones;Montecarlo;4.282.859;2.261.170;324.162;$ 2,20;$ 713.156
2017;9;Septiembre;Misiones;Oberá;1.998.668;1.055.213;151.276;$ 2,20;$ 332.806
2017;9;Septiembre;Misiones;Otros;2.284.192;1.205.957;172.886;$ 2,20;$ 380.350
2017;9;Septiembre;Misiones;Santo Pipó;2.855.239;1.507.447;216.108;$ 2,20;$ 475.438
2017;10;Octubre;Corrientes;Colonia Liebig;0;1.392.800;149.754;$ 2,20;$ 329.459
2017;10;Octubre;Corrientes;Gobernador Virasoro;0;1.235.124;132.801;$ 2,20;$ 292.162
2017;10;Octubre;Misiones;Apóstoles;0;10.552.127;1.134.567;$ 2,20;$ 2.496.047
2017;10;Octubre;Misiones;Montecarlo;0;2.638.032;283.642;$ 2,20;$ 624.012
2017;10;Octubre;Misiones;Oberá;0;1.231.082;132.366;$ 2,20;$ 291.206
2017;10;Octubre;Misiones;Otros;0;1.406.950;151.276;$ 2,20;$ 332.806
2017;10;Octubre;Misiones;Santo Pipó;0;1.758.688;189.094;$ 2,20;$ 416.008
2017;11;Noviembre;Corrientes;Colonia Liebig;0;1.392.800;192.541;$ 2,20;$ 423.590
2017;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.235.124;170.744;$ 2,20;$ 375.637
2017;11;Noviembre;Misiones;Apóstoles;0;10.552.127;1.458.729;$ 2,20;$ 3.209.204
2017;11;Noviembre;Misiones;Montecarlo;0;2.638.032;364.682;$ 2,20;$ 802.301
2017;11;Noviembre;Misiones;Oberá;0;1.231.082;170.185;$ 2,20;$ 374.407
2017;11;Noviembre;Misiones;Otros;0;1.406.950;194.497;$ 2,20;$ 427.894
2017;11;Noviembre;Misiones;Santo Pipó;0;1.758.688;243.122;$ 2,20;$ 534.867
2017;12;Diciembre;Corrientes;Colonia Liebig;0;1.591.771;171.148;$ 2,20;$ 376.525
2017;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.411.571;151.772;$ 2,20;$ 333.899
2017;12;Diciembre;Misiones;Apóstoles;0;12.059.574;1.296.648;$ 2,20;$ 2.852.626
2017;12;Diciembre;Misiones;Montecarlo;0;3.014.893;324.162;$ 2,20;$ 713.156
2017;12;Diciembre;Misiones;Oberá;0;1.406.950;151.276;$ 2,20;$ 332.806
2017;12;Diciembre;Misiones;Otros;0;1.607.943;172.886;$ 2,20;$ 380.350
2017;12;Diciembre;Misiones;Santo Pipó;0;2.009.929;216.108;$ 2,20;$ 475.438
2018;1;Enero;Corrientes;Colonia Liebig;2.655.248;1.404.964;226.201;$ 2,20;$ 497.643
2018;1;Enero;Corrientes;Gobernador Virasoro;2.354.654;1.245.911;200.594;$ 2,20;$ 441.306
2018;1;Enero;Misiones;Apóstoles;20.116.683;10.644.284;1.713.747;$ 2,20;$ 3.770.243
2018;1;Enero;Misiones;Montecarlo;5.029.171;2.661.071;428.437;$ 2,20;$ 942.561
2018;1;Enero;Misiones;Oberá;2.346.946;1.241.833;199.937;$ 2,20;$ 439.862
2018;1;Enero;Misiones;Otros;2.682.224;1.419.238;228.500;$ 2,20;$ 502.699
2018;1;Enero;Misiones;Santo Pipó;3.352.780;1.774.047;285.624;$ 2,20;$ 628.374
2018;2;Febrero;Corrientes;Colonia Liebig;2.655.248;1.404.964;254.477;$ 2,20;$ 559.849
2018;2;Febrero;Corrientes;Gobernador Virasoro;2.354.654;1.245.911;225.668;$ 2,20;$ 496.470
2018;2;Febrero;Misiones;Apóstoles;20.116.683;10.644.284;1.927.965;$ 2,20;$ 4.241.524
2018;2;Febrero;Misiones;Montecarlo;5.029.171;2.661.071;481.991;$ 2,20;$ 1.060.381
2018;2;Febrero;Misiones;Oberá;2.346.946;1.241.833;224.929;$ 2,20;$ 494.844
2018;2;Febrero;Misiones;Otros;2.682.224;1.419.238;257.062;$ 2,20;$ 565.536
2018;2;Febrero;Misiones;Santo Pipó;3.352.780;1.774.047;321.328;$ 2,20;$ 706.921
2018;3;Marzo;Corrientes;Colonia Liebig;2.655.248;1.404.964;254.477;$ 2,20;$ 559.849
2018;3;Marzo;Corrientes;Gobernador Virasoro;2.354.654;1.245.911;225.668;$ 2,20;$ 496.470
2018;3;Marzo;Misiones;Apóstoles;20.116.683;10.644.284;1.927.965;$ 2,20;$ 4.241.524
2018;3;Marzo;Misiones;Montecarlo;5.029.171;2.661.071;481.991;$ 2,20;$ 1.060.381
2018;3;Marzo;Misiones;Oberá;2.346.946;1.241.833;224.929;$ 2,20;$ 494.844
2018;3;Marzo;Misiones;Otros;2.682.224;1.419.238;257.062;$ 2,20;$ 565.536
2018;3;Marzo;Misiones;Santo Pipó;3.352.780;1.774.047;321.328;$ 2,20;$ 706.921
2018;4;Abril;Corrientes;Colonia Liebig;7.965.744;1.404.964;226.201;$ 2,20;$ 497.643
2018;4;Abril;Corrientes;Gobernador Virasoro;7.063.961;1.245.911;200.594;$ 2,20;$ 441.306
2018;4;Abril;Misiones;Apóstoles;60.350.047;10.644.284;1.713.747;$ 2,20;$ 3.770.243
2018;4;Abril;Misiones;Montecarlo;15.087.512;2.661.071;428.437;$ 2,20;$ 942.561
2018;4;Abril;Misiones;Oberá;7.040.839;1.241.833;199.937;$ 2,20;$ 439.862
2018;4;Abril;Misiones;Otros;8.046.673;1.419.238;228.500;$ 2,20;$ 502.699
2018;4;Abril;Misiones;Santo Pipó;10.058.341;1.774.047;285.624;$ 2,20;$ 628.374
2018;5;Mayo;Corrientes;Colonia Liebig;9.558.892;1.404.964;254.477;$ 2,20;$ 559.849
2018;5;Mayo;Corrientes;Gobernador Virasoro;8.476.754;1.245.911;225.668;$ 2,20;$ 496.470
2018;5;Mayo;Misiones;Apóstoles;72.420.056;10.644.284;1.927.965;$ 2,20;$ 4.241.524
2018;5;Mayo;Misiones;Montecarlo;18.105.014;2.661.071;481.991;$ 2,20;$ 1.060.381
2018;5;Mayo;Misiones;Oberá;8.449.007;1.241.833;224.929;$ 2,20;$ 494.844
2018;5;Mayo;Misiones;Otros;9.656.008;1.419.238;257.062;$ 2,20;$ 565.536
2018;5;Mayo;Misiones;Santo Pipó;12.070.009;1.774.047;321.328;$ 2,20;$ 706.921
2018;6;Junio;Corrientes;Colonia Liebig;10.620.992;1.806.382;226.201;$ 2,20;$ 497.643
2018;6;Junio;Corrientes;Gobernador Virasoro;9.418.615;1.601.886;200.594;$ 2,20;$ 441.306
2018;6;Junio;Misiones;Apóstoles;80.466.729;13.685.508;1.713.747;$ 2,20;$ 3.770.243
2018;6;Junio;Misiones;Montecarlo;20.116.682;3.421.377;428.437;$ 2,20;$ 942.561
2018;6;Junio;Misiones;Oberá;9.387.785;1.596.643;199.937;$ 2,20;$ 439.862
2018;6;Junio;Misiones;Otros;10.728.897;1.824.734;228.500;$ 2,20;$ 502.699
2018;6;Junio;Misiones;Santo Pipó;13.411.122;2.280.918;285.624;$ 2,20;$ 628.374
2018;7;Julio;Corrientes;Colonia Liebig;9.558.892;1.806.382;226.201;$ 2,20;$ 497.643
2018;7;Julio;Corrientes;Gobernador Virasoro;8.476.754;1.601.886;200.594;$ 2,20;$ 441.306
2018;7;Julio;Misiones;Apóstoles;72.420.056;13.685.508;1.713.747;$ 2,20;$ 3.770.243
2018;7;Julio;Misiones;Montecarlo;18.105.014;3.421.377;428.437;$ 2,20;$ 942.561
2018;7;Julio;Misiones;Oberá;8.449.007;1.596.643;199.937;$ 2,20;$ 439.862
2018;7;Julio;Misiones;Otros;9.656.008;1.824.734;228.500;$ 2,20;$ 502.699
2018;7;Julio;Misiones;Santo Pipó;12.070.009;2.280.918;285.624;$ 2,20;$ 628.374
2018;8;Agosto;Corrientes;Colonia Liebig;7.434.694;1.806.382;254.477;$ 2,20;$ 559.849
2018;8;Agosto;Corrientes;Gobernador Virasoro;6.593.031;1.601.886;225.668;$ 2,20;$ 496.470
2018;8;Agosto;Misiones;Apóstoles;56.326.710;13.685.508;1.927.965;$ 2,20;$ 4.241.524
2018;8;Agosto;Misiones;Montecarlo;14.081.678;3.421.377;481.991;$ 2,20;$ 1.060.381
2018;8;Agosto;Misiones;Oberá;6.571.450;1.596.643;224.929;$ 2,20;$ 494.844
2018;8;Agosto;Misiones;Otros;7.510.228;1.824.734;257.062;$ 2,20;$ 565.536
2018;8;Agosto;Misiones;Santo Pipó;9.387.785;2.280.918;321.328;$ 2,20;$ 706.921
2018;9;Septiembre;Corrientes;Colonia Liebig;2.655.248;1.204.255;226.201;$ 2,20;$ 497.643
2018;9;Septiembre;Corrientes;Gobernador Virasoro;2.354.654;1.067.924;200.594;$ 2,20;$ 441.306
2018;9;Septiembre;Misiones;Apóstoles;20.116.683;9.123.672;1.713.747;$ 2,20;$ 3.770.243
2018;9;Septiembre;Misiones;Montecarlo;5.029.171;2.280.918;428.437;$ 2,20;$ 942.561
2018;9;Septiembre;Misiones;Oberá;2.346.946;1.064.428;199.937;$ 2,20;$ 439.862
2018;9;Septiembre;Misiones;Otros;2.682.224;1.216.490;228.500;$ 2,20;$ 502.699
2018;9;Septiembre;Misiones;Santo Pipó;3.352.780;1.520.612;285.624;$ 2,20;$ 628.374
2018;10;Octubre;Corrientes;Colonia Liebig;0;1.404.964;197.926;$ 2,20;$ 435.438
2018;10;Octubre;Corrientes;Gobernador Virasoro;0;1.245.911;175.520;$ 2,20;$ 386.143
2018;10;Octubre;Misiones;Apóstoles;0;10.644.284;1.499.529;$ 2,20;$ 3.298.963
2018;10;Octubre;Misiones;Montecarlo;0;2.661.071;374.882;$ 2,20;$ 824.741
2018;10;Octubre;Misiones;Oberá;0;1.241.833;174.945;$ 2,20;$ 384.879
2018;10;Octubre;Misiones;Otros;0;1.419.238;199.937;$ 2,20;$ 439.862
2018;10;Octubre;Misiones;Santo Pipó;0;1.774.047;249.921;$ 2,20;$ 549.827
2018;11;Noviembre;Corrientes;Colonia Liebig;0;1.404.964;254.477;$ 2,20;$ 559.849
2018;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.245.911;225.668;$ 2,20;$ 496.470
2018;11;Noviembre;Misiones;Apóstoles;0;10.644.284;1.927.965;$ 2,20;$ 4.241.524
2018;11;Noviembre;Misiones;Montecarlo;0;2.661.071;481.991;$ 2,20;$ 1.060.381
2018;11;Noviembre;Misiones;Oberá;0;1.241.833;224.929;$ 2,20;$ 494.844
2018;11;Noviembre;Misiones;Otros;0;1.419.238;257.062;$ 2,20;$ 565.536
2018;11;Noviembre;Misiones;Santo Pipó;0;1.774.047;321.328;$ 2,20;$ 706.921
2018;12;Diciembre;Corrientes;Colonia Liebig;0;1.605.673;226.201;$ 2,20;$ 497.643
2018;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.423.899;200.594;$ 2,20;$ 441.306
2018;12;Diciembre;Misiones;Apóstoles;0;12.164.896;1.713.747;$ 2,20;$ 3.770.243
2018;12;Diciembre;Misiones;Montecarlo;0;3.041.224;428.437;$ 2,20;$ 942.561
2018;12;Diciembre;Misiones;Oberá;0;1.419.238;199.937;$ 2,20;$ 439.862
2018;12;Diciembre;Misiones;Otros;0;1.621.986;228.500;$ 2,20;$ 502.699
2018;12;Diciembre;Misiones;Santo Pipó;0;2.027.483;285.624;$ 2,20;$ 628.374
2019;1;Enero;Corrientes;Colonia Liebig;2.746.997;1.486.191;219.565;$ 2,30;$ 505.000
2019;1;Enero;Corrientes;Gobernador Virasoro;2.436.016;1.317.943;194.709;$ 2,30;$ 447.830
2019;1;Enero;Misiones;Apóstoles;20.811.792;11.259.680;1.663.470;$ 2,30;$ 3.825.982
2019;1;Enero;Misiones;Montecarlo;5.202.948;2.814.920;415.868;$ 2,30;$ 956.496
2019;1;Enero;Misiones;Oberá;2.428.042;1.313.629;194.072;$ 2,30;$ 446.365
2019;1;Enero;Misiones;Otros;2.774.906;1.501.291;221.796;$ 2,30;$ 510.131
2019;1;Enero;Misiones;Santo Pipó;3.468.632;1.876.613;277.245;$ 2,30;$ 637.664
2019;2;Febrero;Corrientes;Colonia Liebig;2.746.997;1.486.191;247.011;$ 2,30;$ 568.125
2019;2;Febrero;Corrientes;Gobernador Virasoro;2.436.016;1.317.943;219.048;$ 2,30;$ 503.809
2019;2;Febrero;Misiones;Apóstoles;20.811.792;11.259.680;1.871.404;$ 2,30;$ 4.304.230
2019;2;Febrero;Misiones;Montecarlo;5.202.948;2.814.920;467.851;$ 2,30;$ 1.076.058
2019;2;Febrero;Misiones;Oberá;2.428.042;1.313.629;218.331;$ 2,30;$ 502.160
2019;2;Febrero;Misiones;Otros;2.774.906;1.501.291;249.521;$ 2,30;$ 573.897
2019;2;Febrero;Misiones;Santo Pipó;3.468.632;1.876.613;311.901;$ 2,30;$ 717.372
2019;3;Marzo;Corrientes;Colonia Liebig;2.746.997;1.486.191;247.011;$ 2,30;$ 568.125
2019;3;Marzo;Corrientes;Gobernador Virasoro;2.436.016;1.317.943;219.048;$ 2,30;$ 503.809
2019;3;Marzo;Misiones;Apóstoles;20.811.792;11.259.680;1.871.404;$ 2,30;$ 4.304.230
2019;3;Marzo;Misiones;Montecarlo;5.202.948;2.814.920;467.851;$ 2,30;$ 1.076.058
2019;3;Marzo;Misiones;Oberá;2.428.042;1.313.629;218.331;$ 2,30;$ 502.160
2019;3;Marzo;Misiones;Otros;2.774.906;1.501.291;249.521;$ 2,30;$ 573.897
2019;3;Marzo;Misiones;Santo Pipó;3.468.632;1.876.613;311.901;$ 2,30;$ 717.372
2019;4;Abril;Corrientes;Colonia Liebig;8.240.991;1.486.191;219.565;$ 2,30;$ 505.000
2019;4;Abril;Corrientes;Gobernador Virasoro;7.308.049;1.317.943;194.709;$ 2,30;$ 447.830
2019;4;Abril;Misiones;Apóstoles;62.435.378;11.259.680;1.663.470;$ 2,30;$ 3.825.982
2019;4;Abril;Misiones;Montecarlo;15.608.844;2.814.920;415.868;$ 2,30;$ 956.496
2019;4;Abril;Misiones;Oberá;7.284.127;1.313.629;194.072;$ 2,30;$ 446.365
2019;4;Abril;Misiones;Otros;8.324.717;1.501.291;221.796;$ 2,30;$ 510.131
2019;4;Abril;Misiones;Santo Pipó;10.405.896;1.876.613;277.245;$ 2,30;$ 637.664
2019;5;Mayo;Corrientes;Colonia Liebig;9.889.190;1.486.191;247.011;$ 2,30;$ 568.125
2019;5;Mayo;Corrientes;Gobernador Virasoro;8.769.659;1.317.943;219.048;$ 2,30;$ 503.809
2019;5;Mayo;Misiones;Apóstoles;74.922.453;11.259.680;1.871.404;$ 2,30;$ 4.304.230
2019;5;Mayo;Misiones;Montecarlo;18.730.613;2.814.920;467.851;$ 2,30;$ 1.076.058
2019;5;Mayo;Misiones;Oberá;8.740.953;1.313.629;218.331;$ 2,30;$ 502.160
2019;5;Mayo;Misiones;Otros;9.989.660;1.501.291;249.521;$ 2,30;$ 573.897
2019;5;Mayo;Misiones;Santo Pipó;12.487.075;1.876.613;311.901;$ 2,30;$ 717.372
2019;6;Junio;Corrientes;Colonia Liebig;10.987.989;1.910.818;219.565;$ 2,30;$ 505.000
2019;6;Junio;Corrientes;Gobernador Virasoro;9.744.065;1.694.499;194.709;$ 2,30;$ 447.830
2019;6;Junio;Misiones;Apóstoles;83.247.170;14.476.731;1.663.470;$ 2,30;$ 3.825.982
2019;6;Junio;Misiones;Montecarlo;20.811.792;3.619.183;415.868;$ 2,30;$ 956.496
2019;6;Junio;Misiones;Oberá;9.712.170;1.688.952;194.072;$ 2,30;$ 446.365
2019;6;Junio;Misiones;Otros;11.099.623;1.930.231;221.796;$ 2,30;$ 510.131
2019;6;Junio;Misiones;Santo Pipó;13.874.528;2.412.788;277.245;$ 2,30;$ 637.664
2019;7;Julio;Corrientes;Colonia Liebig;9.889.190;1.910.818;219.565;$ 2,30;$ 505.000
2019;7;Julio;Corrientes;Gobernador Virasoro;8.769.659;1.694.499;194.709;$ 2,30;$ 447.830
2019;7;Julio;Misiones;Apóstoles;74.922.453;14.476.731;1.663.470;$ 2,30;$ 3.825.982
2019;7;Julio;Misiones;Montecarlo;18.730.613;3.619.183;415.868;$ 2,30;$ 956.496
2019;7;Julio;Misiones;Oberá;8.740.953;1.688.952;194.072;$ 2,30;$ 446.365
2019;7;Julio;Misiones;Otros;9.989.660;1.930.231;221.796;$ 2,30;$ 510.131
2019;7;Julio;Misiones;Santo Pipó;12.487.075;2.412.788;277.245;$ 2,30;$ 637.664
2019;8;Agosto;Corrientes;Colonia Liebig;7.691.592;1.910.818;247.011;$ 2,30;$ 568.125
2019;8;Agosto;Corrientes;Gobernador Virasoro;6.820.846;1.694.499;219.048;$ 2,30;$ 503.809
2019;8;Agosto;Misiones;Apóstoles;58.273.019;14.476.731;1.871.404;$ 2,30;$ 4.304.230
2019;8;Agosto;Misiones;Montecarlo;14.568.255;3.619.183;467.851;$ 2,30;$ 1.076.058
2019;8;Agosto;Misiones;Oberá;6.798.519;1.688.952;218.331;$ 2,30;$ 502.160
2019;8;Agosto;Misiones;Otros;7.769.736;1.930.231;249.521;$ 2,30;$ 573.897
2019;8;Agosto;Misiones;Santo Pipó;9.712.170;2.412.788;311.901;$ 2,30;$ 717.372
2019;9;Septiembre;Corrientes;Colonia Liebig;2.746.997;1.273.878;219.565;$ 2,30;$ 505.000
2019;9;Septiembre;Corrientes;Gobernador Virasoro;2.436.016;1.129.666;194.709;$ 2,30;$ 447.830
2019;9;Septiembre;Misiones;Apóstoles;20.811.792;9.651.154;1.663.470;$ 2,30;$ 3.825.982
2019;9;Septiembre;Misiones;Montecarlo;5.202.948;2.412.789;415.868;$ 2,30;$ 956.496
2019;9;Septiembre;Misiones;Oberá;2.428.042;1.125.968;194.072;$ 2,30;$ 446.365
2019;9;Septiembre;Misiones;Otros;2.774.906;1.286.821;221.796;$ 2,30;$ 510.131
2019;9;Septiembre;Misiones;Santo Pipó;3.468.632;1.608.526;277.245;$ 2,30;$ 637.664
2019;10;Octubre;Corrientes;Colonia Liebig;0;1.486.191;192.120;$ 2,30;$ 441.875
2019;10;Octubre;Corrientes;Gobernador Virasoro;0;1.317.943;170.370;$ 2,30;$ 391.852
2019;10;Octubre;Misiones;Apóstoles;0;11.259.680;1.455.536;$ 2,30;$ 3.347.734
2019;10;Octubre;Misiones;Montecarlo;0;2.814.920;363.884;$ 2,30;$ 836.933
2019;10;Octubre;Misiones;Oberá;0;1.313.629;169.813;$ 2,30;$ 390.569
2019;10;Octubre;Misiones;Otros;0;1.501.291;194.072;$ 2,30;$ 446.365
2019;10;Octubre;Misiones;Santo Pipó;0;1.876.613;242.589;$ 2,30;$ 557.956
2019;11;Noviembre;Corrientes;Colonia Liebig;0;1.486.191;247.011;$ 2,30;$ 568.125
2019;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.317.943;219.048;$ 2,30;$ 503.809
2019;11;Noviembre;Misiones;Apóstoles;0;11.259.680;1.871.404;$ 2,30;$ 4.304.230
2019;11;Noviembre;Misiones;Montecarlo;0;2.814.920;467.851;$ 2,30;$ 1.076.058
2019;11;Noviembre;Misiones;Oberá;0;1.313.629;218.331;$ 2,30;$ 502.160
2019;11;Noviembre;Misiones;Otros;0;1.501.291;249.521;$ 2,30;$ 573.897
2019;11;Noviembre;Misiones;Santo Pipó;0;1.876.613;311.901;$ 2,30;$ 717.372
2019;12;Diciembre;Corrientes;Colonia Liebig;0;1.698.505;219.565;$ 2,30;$ 505.000
2019;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.506.221;194.709;$ 2,30;$ 447.830
2019;12;Diciembre;Misiones;Apóstoles;0;12.868.206;1.663.470;$ 2,30;$ 3.825.982
2019;12;Diciembre;Misiones;Montecarlo;0;3.217.051;415.868;$ 2,30;$ 956.496
2019;12;Diciembre;Misiones;Oberá;0;1.501.291;194.072;$ 2,30;$ 446.365
2019;12;Diciembre;Misiones;Otros;0;1.715.761;221.796;$ 2,30;$ 510.131
2019;12;Diciembre;Misiones;Santo Pipó;0;2.144.701;277.245;$ 2,30;$ 637.664
2020;1;Enero;Corrientes;Colonia Liebig;2.667.086;1.440.469;236.492;$ 2,30;$ 543.932
2020;1;Enero;Corrientes;Gobernador Virasoro;2.365.152;1.277.397;209.720;$ 2,30;$ 482.355
2020;1;Enero;Misiones;Apóstoles;20.206.372;10.913.280;1.791.713;$ 2,30;$ 4.120.939
2020;1;Enero;Misiones;Montecarlo;5.051.593;2.728.320;447.928;$ 2,30;$ 1.030.235
2020;1;Enero;Misiones;Oberá;2.357.410;1.273.216;209.033;$ 2,30;$ 480.776
2020;1;Enero;Misiones;Otros;2.694.183;1.455.104;238.895;$ 2,30;$ 549.459
2020;1;Enero;Misiones;Santo Pipó;3.367.729;1.818.880;298.619;$ 2,30;$ 686.823
2020;2;Febrero;Corrientes;Colonia Liebig;2.667.086;1.440.469;266.054;$ 2,30;$ 611.924
2020;2;Febrero;Corrientes;Gobernador Virasoro;2.365.152;1.277.397;235.935;$ 2,30;$ 542.650
2020;2;Febrero;Misiones;Apóstoles;20.206.372;10.913.280;2.015.677;$ 2,30;$ 4.636.057
2020;2;Febrero;Misiones;Montecarlo;5.051.593;2.728.320;503.919;$ 2,30;$ 1.159.014
2020;2;Febrero;Misiones;Oberá;2.357.410;1.273.216;235.162;$ 2,30;$ 540.873
2020;2;Febrero;Misiones;Otros;2.694.183;1.455.104;268.757;$ 2,30;$ 618.141
2020;2;Febrero;Misiones;Santo Pipó;3.367.729;1.818.880;335.946;$ 2,30;$ 772.676
2020;3;Marzo;Corrientes;Colonia Liebig;2.667.086;1.440.469;266.054;$ 2,30;$ 611.924
2020;3;Marzo;Corrientes;Gobernador Virasoro;2.365.152;1.277.397;235.935;$ 2,30;$ 542.650
2020;3;Marzo;Misiones;Apóstoles;20.206.372;10.913.280;2.015.677;$ 2,30;$ 4.636.057
2020;3;Marzo;Misiones;Montecarlo;5.051.593;2.728.320;503.919;$ 2,30;$ 1.159.014
2020;3;Marzo;Misiones;Oberá;2.357.410;1.273.216;235.162;$ 2,30;$ 540.873
2020;3;Marzo;Misiones;Otros;2.694.183;1.455.104;268.757;$ 2,30;$ 618.141
2020;3;Marzo;Misiones;Santo Pipó;3.367.729;1.818.880;335.946;$ 2,30;$ 772.676
2020;4;Abril;Corrientes;Colonia Liebig;8.001.259;1.440.469;236.492;$ 2,30;$ 543.932
2020;4;Abril;Corrientes;Gobernador Virasoro;7.095.456;1.277.397;209.720;$ 2,30;$ 482.355
2020;4;Abril;Misiones;Apóstoles;60.619.114;10.913.280;1.791.713;$ 2,30;$ 4.120.939
2020;4;Abril;Misiones;Montecarlo;15.154.779;2.728.320;447.928;$ 2,30;$ 1.030.235
2020;4;Abril;Misiones;Oberá;7.072.230;1.273.216;209.033;$ 2,30;$ 480.776
2020;4;Abril;Misiones;Otros;8.082.549;1.455.104;238.895;$ 2,30;$ 549.459
2020;4;Abril;Misiones;Santo Pipó;10.103.186;1.818.880;298.619;$ 2,30;$ 686.823
2020;5;Mayo;Corrientes;Colonia Liebig;9.601.510;1.440.469;266.054;$ 2,30;$ 611.924
2020;5;Mayo;Corrientes;Gobernador Virasoro;8.514.547;1.277.397;235.935;$ 2,30;$ 542.650
2020;5;Mayo;Misiones;Apóstoles;72.742.937;10.913.280;2.015.677;$ 2,30;$ 4.636.057
2020;5;Mayo;Misiones;Montecarlo;18.185.734;2.728.320;503.919;$ 2,30;$ 1.159.014
2020;5;Mayo;Misiones;Oberá;8.486.676;1.273.216;235.162;$ 2,30;$ 540.873
2020;5;Mayo;Misiones;Otros;9.699.058;1.455.104;268.757;$ 2,30;$ 618.141
2020;5;Mayo;Misiones;Santo Pipó;12.123.823;1.818.880;335.946;$ 2,30;$ 772.676
2020;6;Junio;Corrientes;Colonia Liebig;10.668.345;1.852.032;236.492;$ 2,30;$ 543.932
2020;6;Junio;Corrientes;Gobernador Virasoro;9.460.608;1.642.368;209.720;$ 2,30;$ 482.355
2020;6;Junio;Misiones;Apóstoles;80.825.486;14.031.360;1.791.713;$ 2,30;$ 4.120.939
2020;6;Junio;Misiones;Montecarlo;20.206.371;3.507.840;447.928;$ 2,30;$ 1.030.235
2020;6;Junio;Misiones;Oberá;9.429.640;1.636.992;209.033;$ 2,30;$ 480.776
2020;6;Junio;Misiones;Otros;10.776.731;1.870.848;238.895;$ 2,30;$ 549.459
2020;6;Junio;Misiones;Santo Pipó;13.470.914;2.338.560;298.619;$ 2,30;$ 686.823
2020;7;Julio;Corrientes;Colonia Liebig;9.601.510;1.852.032;236.492;$ 2,30;$ 543.932
